# BEAST v1.8.2, r6687
# Generated Sat Oct 15 15:06:21 CEST 2016 [seed=1476536779168]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(untitled1)	yule.birthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	speciation
470000	-15991.841470582885	1277.3330575145203	-17269.174528097406	0.21864415580861002	0.21460008339874634	48.35022669014586	9.407122117287274	0.4000015499757934	0.13328030200099922	0.10959525528088505	0.35712289274232256	0.2708537548580604	1.0	-17269.174528097406	1511.3168732610525
480000	-15996.769594672374	1236.9247480493455	-17233.69434272172	0.33225424980767077	0.33225424980767077	47.376803360951605	9.443766079339545	0.4000015499757934	0.13328030200099922	0.10857442154344163	0.358143726479766	0.2595566125968986	1.0	-17233.69434272172	1470.8929511121034
490000	-15995.12259700704	1274.5784573807207	-17269.701054387762	0.2693008322132547	0.2693008322132547	47.0334070234963	9.668965268976972	0.38373577950642207	0.13256799640179057	0.11685162103383855	0.3668446030579491	0.2651013263980858	1.0	-17269.701054387762	1508.6002771409599
500000	-15969.031375978293	1268.4483059305362	-17237.47968190883	0.24479554338096293	0.24479554338096293	50.53560241161487	9.341618045396205	0.38822474921041167	0.13526560294305673	0.1162201872655577	0.3602894605809742	0.2595189310542175	1.0	-17237.47968190883	1502.3969281356494
510000	-15988.217554754023	1293.0091007553951	-17281.226655509417	0.21912050020297558	0.2188093842329281	52.435328699053905	10.410178972687874	0.3872748783368267	0.133465247051626	0.12134206456681897	0.35791781004472867	0.2595189310542175	1.0	-17281.226655509417	1527.155348998671
520000	-15985.36430378483	1273.0892782402145	-17258.453582025046	0.2676219101186015	0.2676219101186015	51.51094241651448	9.577172786672733	0.38774642289300837	0.14231593440372742	0.10973207036226727	0.36020557234099726	0.2642340452515824	1.0	-17258.453582025046	1507.0921070816769
530000	-15975.314720165206	1258.2953883122582	-17233.610108477464	0.2914028427794519	0.2914028427794519	47.57316882890384	9.776785612548064	0.3891708318401598	0.13770269741906493	0.11606806792119831	0.3570584028195773	0.2702474908231671	1.0	-17233.610108477464	1492.3476350728968
540000	-16011.806187995158	1249.7474855802263	-17261.553673575385	0.2628764200671053	0.2628764200671053	51.14950142039519	9.61405442565366	0.39401428176102843	0.14089790168686583	0.11202070158204995	0.35306711497005616	0.25670280115748767	1.0	-17261.553673575385	1483.7421982177977
550000	-15983.152831853606	1251.9700539655762	-17235.122885819183	0.261509581178224	0.261509581178224	50.82304063762191	9.543541841041058	0.39247277686565757	0.1359585092922189	0.11828284450044936	0.3532858693416746	0.2594351399347641	1.0	-17235.122885819183	1485.956935876737
560000	-15994.496338220135	1238.9483108296995	-17233.444649049834	0.3166771887549606	0.3166771887549606	48.91201346275141	10.413083513764883	0.39247277686565757	0.13611857421774792	0.11812277957492033	0.3532858693416746	0.2649471447678471	1.0	-17233.444649049834	1473.1059342385365
570000	-15983.637981186928	1271.044987890511	-17254.68296907744	0.2526899763289106	0.2526899763289106	53.99220561116404	9.521242016510113	0.39166852870030433	0.1404442974705453	0.11147271600127699	0.3564144578278739	0.2649471447678471	1.0	-17254.68296907744	1505.0386759078795
580000	-16015.504627447574	1272.8783742685143	-17288.383001716087	0.2527517353990454	0.2527517353990454	50.52840901192658	9.460219624662765	0.3750099274394077	0.1438606258308781	0.11178080151332659	0.3693486452163881	0.24459120052996164	1.0	-17288.383001716087	1506.81977565039
590000	-15989.81340655567	1286.5383267959883	-17276.351733351657	0.25203527117152086	0.25203527117152086	49.42951353251735	9.947907055487804	0.3702732677260212	0.14106206542885258	0.11603686681966296	0.3726278000254638	0.2479018639077559	1.0	-17276.351733351657	1520.5775444727567
600000	-16021.984376063481	1243.1639141380815	-17265.148290201563	0.30755147426857526	0.30755147426857526	44.58159496234055	10.71604275005252	0.37769765114238746	0.12887824287222605	0.113800975606148	0.37962313037923895	0.26844699869461014	1.0	-17265.148290201563	1477.3821305847748
610000	-15985.934068704768	1265.031718329368	-17250.965787034136	0.2801125163173621	0.2801125163173621	49.98122971120658	9.400097636401483	0.3895092431953735	0.13276193285038032	0.11631373038975676	0.3614150935644899	0.2521302553885531	1.0	-17250.965787034136	1498.9767467378767
620000	-15979.204025147345	1250.4606457808886	-17229.664670928232	0.3150772401782864	0.3150772401782864	49.59599838808002	9.400097636401483	0.3903235381846099	0.13856252779207345	0.11631373038975676	0.3548002036335604	0.26712783817357943	1.0	-17229.664670928232	1484.4356693549673
630000	-15972.25812266045	1262.0230598886935	-17234.281182549144	0.28229959885169026	0.28229959885169026	48.89359116603747	9.649656383368788	0.39181925774576687	0.13332229049853866	0.11520185857700053	0.3596565931786945	0.2574205689788549	1.0	-17234.281182549144	1496.0258970188406
640000	-16010.994897325649	1226.9494106866898	-17237.94430801234	0.2751656904503589	0.2751656904503589	47.162438044584135	9.66461556730985	0.38663396881663065	0.14556438264272545	0.1144535484034465	0.3533481001371979	0.27453582159353784	1.0	-17237.94430801234	1460.9892841191252
650000	-15979.38614525426	1261.1472989444098	-17240.53344419867	0.3019098590608191	0.3019098590608191	51.225267746918625	9.66461556730985	0.37783194246840074	0.13244752507720584	0.11500773292003015	0.3747127995343638	0.24482351207546652	1.0	-17240.53344419867	1495.127747757809
660000	-16028.212222965152	1238.7825113242343	-17266.994734289387	0.302736529158779	0.302736529158779	45.058178949488806	9.226219433430376	0.3868627637367255	0.1290186543056951	0.12433042417971249	0.35978815777786743	0.28111815740748347	1.0	-17266.994734289387	1472.7521307028717
670000	-16002.300773370807	1250.638650937267	-17252.939424308075	0.2567109806610435	0.24635950843670112	46.98378582330277	9.511380787779634	0.38226062094012075	0.14337556579983055	0.11095662051963161	0.36340719274041766	0.26019194070318796	1.0	-17252.939424308075	1484.6209613112467
680000	-15986.112337122897	1250.826979896482	-17236.93931701938	0.33008642364064306	0.33008642364064306	48.04996122931501	9.730417315304923	0.3801526633414906	0.13868743473253983	0.11757983639994474	0.3635800655260254	0.26364252341922123	1.0	-17236.93931701938	1484.8573754890292
690000	-15991.167069635387	1276.520555677013	-17267.6876253124	0.28403781798492395	0.28403781798492395	51.632874017821315	8.961761319249401	0.37870015554021735	0.1449582992525605	0.11351403496178188	0.3628275102454408	0.2604735455286839	1.0	-17267.6876253124	1510.397328073785
700000	-15976.125305683227	1252.5050498392213	-17228.630355522448	0.2787241314450648	0.2787241314450648	47.9580534618783	9.406499583187538	0.3787481906596653	0.14861889325426808	0.11485385070192698	0.35777906538414017	0.26625964381434003	1.0	-17228.630355522448	1486.47955860413
710000	-15955.833576669464	1259.8990190217676	-17215.732595691232	0.2608840033983652	0.23442194088638924	52.54569293593359	9.998608894783622	0.4008429487804192	0.13269649077756668	0.10385234445753859	0.3626082159844761	0.2782550334271394	1.0	-17215.732595691232	1494.0082562286375
720000	-15949.897068354787	1289.8950743033263	-17239.792142658112	0.24859745865380717	0.24859745865380717	49.46232899916457	10.028713318916614	0.38818336997344627	0.13291597544718	0.11623179560376502	0.3626688589756092	0.2522841702578023	1.0	-17239.792142658112	1523.9578849928769
730000	-15976.524287510252	1281.2791873957872	-17257.80347490604	0.25870737091502477	0.25870737091502477	50.19734514670869	9.453300921744646	0.3844585876241917	0.14051734455717763	0.10982685396523074	0.3651972138534004	0.25382789228748603	1.0	-17257.80347490604	1515.2377467862434
740000	-15843.771564815615	1284.0357107977252	-17127.80727561334	0.25966436740415394	0.25542530944216724	50.88579804764872	9.273991174873169	0.39748354524665264	0.13018272788317295	0.1105442818465718	0.36178944502360305	0.2671235804631225	1.0	-17127.80727561334	1517.9865532108713
750000	-15821.366562229665	1290.682634273645	-17112.04919650331	0.24013747016574136	0.21231802966899752	55.62419070692158	10.094435123262217	0.38869987313518634	0.13381935975234566	0.11100753381193411	0.36647323330053433	0.251169624189176	1.0	-17112.04919650331	1524.755218911651
760000	-15827.938260629298	1320.5910949273189	-17148.529355556617	0.20574756740507602	0.20574756740507602	51.88475289642827	9.212779815340582	0.3822573031671207	0.13502817181122012	0.11832017248783847	0.3643943525338212	0.25809916505583347	1.0	-17148.529355556617	1554.5120791483914
770000	-15868.209250559434	1267.3990451605637	-17135.608295719998	0.23137096066520182	0.2122074542424782	49.611289663275315	9.459528584935027	0.379412040109994	0.13166910765639545	0.11944383390073478	0.3694750183328762	0.274849419395475	1.0	-17135.608295719998	1501.4008316284392
780000	-15813.522913226683	1297.383485304443	-17110.906398531126	0.24090823058190625	0.19136046608031	49.573689824232396	9.601081594968443	0.3786464875980155	0.1397682416592765	0.11185999013549265	0.3697252806072158	0.2676414029567117	1.0	-17110.906398531126	1531.397633809369
790000	-15862.899222596392	1271.3543562542216	-17134.253578850614	0.22310168213781947	0.22310168213781947	49.701572247758804	8.86197709184416	0.3625011870188479	0.1459422529930212	0.11398781344685538	0.377568746541276	0.2691537239462581	1.0	-17134.253578850614	1505.228783414922
800000	-15853.361006451036	1290.9723461808435	-17144.33335263188	0.21137389083054084	0.19612481331300433	52.58060983859437	9.534301453648354	0.3579339857686735	0.14352628529759204	0.12281318091550875	0.3757265480182262	0.2691537239462581	1.0	-17144.33335263188	1524.9769182578334
810000	-15870.75664747965	1272.7759458296339	-17143.532593309283	0.25204881037633836	0.22211776649747264	48.113633477981416	9.832903374190868	0.36458652372768635	0.14812878679591276	0.13038388429162157	0.3569008051847799	0.2575369816135137	1.0	-17143.532593309283	1506.813194264236
820000	-15837.620128922857	1286.8579021829235	-17124.47803110578	0.24596866396988476	0.22265269509048108	54.1509827537873	9.401085272543757	0.3647739040759766	0.13724913689606413	0.1304538442436174	0.36752311478434246	0.2702881724883135	1.0	-17124.47803110578	1520.8394349151058
830000	-15839.800707613547	1284.681184552268	-17124.481892165815	0.24594233032816182	0.21488784996670818	51.078428931100106	9.651032484389638	0.3498314987645703	0.14273478361068576	0.12914505020188022	0.37828866742286427	0.28141972687748074	1.0	-17124.481892165815	1518.7322782219685
840000	-15799.877917817523	1300.8094544423566	-17100.68737225988	0.20649670203453452	0.20649670203453452	49.07010138968954	9.179376195215387	0.3560118626871074	0.14623572951123737	0.12294936453286502	0.3748030432687908	0.26048023889235766	1.0	-17100.68737225988	1534.7287351142006
850000	-15846.847053080972	1297.6023862387622	-17144.449439319735	0.2219274364823491	0.2219274364823491	53.13512317407436	9.431210510389045	0.3559338116375226	0.14032742944283025	0.12364845043235377	0.38009030848729397	0.26048023889235766	1.0	-17144.449439319735	1531.57004636775
860000	-15875.716494416838	1270.9738277583613	-17146.6903221752	0.2106084859801865	0.2106084859801865	48.719006902145544	9.347998546771338	0.3712958691838432	0.14459366396119736	0.11946319451242246	0.3646472723425376	0.27179999084403456	1.0	-17146.6903221752	1504.9482344643225
870000	-15867.214018873132	1276.5249513225608	-17143.738970195693	0.22618783095649111	0.22618783095649111	48.38035045194908	8.828146833133381	0.3710160110861483	0.13897816059343013	0.12030431650797173	0.3697015118124504	0.26380943111442146	1.0	-17143.738970195693	1510.3819770155965
880000	-15826.281484326686	1295.1175475527498	-17121.399031879435	0.2123330024917019	0.2123330024917019	50.23111835371127	9.123997997759291	0.3769492423439648	0.14417772121382852	0.11770121775637048	0.3611718186858367	0.250948841806045	1.0	-17121.399031879435	1529.007013009582
890000	-15791.07206587401	1278.8846699898604	-17069.95673586387	0.21736333058448307	0.21736333058448307	47.24860527673999	8.839767771354762	0.36927744529927964	0.145786535521772	0.12013463705926132	0.3648013821196876	0.2605814618765006	1.0	-17069.95673586387	1512.7375475077413
900000	-15835.76521924148	1296.4918389586794	-17132.25705820016	0.2218251827143091	0.2218251827143091	50.91608974779958	10.007677705734455	0.3813153019207017	0.1475276810824092	0.11538474377105286	0.3557722732258368	0.2586848642258526	1.0	-17132.25705820016	1530.5635983935804
910000	-15895.946677024198	1260.7130234301123	-17156.65970045431	0.2309585005893434	0.2309585005893434	49.57600598938656	9.305229963425436	0.37659441764574725	0.14225471846594717	0.11650526929991654	0.36464559458838963	0.2510827465533387	1.0	-17156.65970045431	1494.6377917391987
920000	-15851.941874969962	1265.6172787332762	-17117.559153703238	0.21856737825127048	0.21856737825127048	54.21102672783389	10.100100779711964	0.36763179105672755	0.15359726558676157	0.11091676305682374	0.36785418029968775	0.2542233766308114	1.0	-17117.559153703238	1499.6970032302165
930000	-15842.409940696976	1279.8476577186566	-17122.257598415632	0.2088846563700078	0.2088846563700078	49.21457228048081	10.065633072550167	0.3720763593034206	0.14391255299587702	0.1157331160818676	0.3682779716188353	0.25197051298592393	1.0	-17122.257598415632	1513.9165901869428
940000	-15830.490159378693	1293.7116030843022	-17124.201762462995	0.1991432139739164	0.1991432139739164	52.764791019247824	9.790489054965649	0.37846212842920307	0.13745565177783034	0.11742015423970725	0.3666620655532598	0.25670531842487876	1.0	-17124.201762462995	1527.7393141987552
950000	-15881.195457854043	1274.7610831477937	-17155.956541001837	0.21187755323061927	0.21187755323061927	49.88953140561075	9.724871269608876	0.3759328568123178	0.13705469521223107	0.11664861349875989	0.37036383447669174	0.27298671551209447	1.0	-17155.956541001837	1508.8091317742844
960000	-15820.3304744395	1313.9744180397704	-17134.30489247927	0.1982772863777772	0.1982772863777772	53.7671410453477	9.724871269608876	0.38603321352692876	0.13705469521223107	0.10849067545157699	0.3684214158092637	0.24338860149702252	1.0	-17134.30489247927	1547.9632704382311
970000	-15845.00015347099	1274.3694869600058	-17119.369640430996	0.21292508193222823	0.21292508193222823	50.73048210758556	9.778935594569843	0.3811784700453472	0.14853266222756914	0.10641018948305753	0.36387867824402664	0.2531290256011404	1.0	-17119.369640430996	1508.387896817727
980000	-15805.743007919094	1296.3041030664774	-17102.04711098557	0.21802463158210258	0.21802463158210258	54.781011539486464	10.17525540705709	0.3819956294927976	0.14166301722223268	0.1056544017180265	0.37068695156694376	0.2531290256011404	1.0	-17102.04711098557	1530.3952973756789
990000	-15797.37544216965	1310.5261534955423	-17107.901595665193	0.19861460139310774	0.19861460139310774	51.553249510786344	10.17525540705709	0.3909431087360575	0.1396091943840089	0.11050046122442221	0.3589472356555119	0.2441826970860918	1.0	-17107.901595665193	1544.5994551477136
1000000	-15818.328509719078	1286.7801057302631	-17105.108615449342	0.19778430794119545	0.19778430794119545	49.73256606789334	9.375926922576587	0.39755589926562807	0.1395592506524214	0.11268946926442519	0.35019538081752594	0.25213329852032407	1.0	-17105.108615449342	1520.7205232901456
1010000	-15834.776994684082	1270.440532302098	-17105.21752698618	0.21345413646201422	0.21345413646201422	54.756582986079216	9.644041351103331	0.3954969743316472	0.13471553487084068	0.11735940463115922	0.3524280861663534	0.271682766679449	1.0	-17105.21752698618	1504.470839926522
1020000	-15832.865264050015	1252.5413133936954	-17085.40657744371	0.2299094384659719	0.2299094384659719	44.41396063972614	9.644041351103331	0.37434436399032156	0.15766635024449105	0.11185104830394793	0.35613823746123996	0.2646355075092339	1.0	-17085.40657744371	1486.557526499779
1030000	-15864.24651737226	1280.4575586558278	-17144.704076028087	0.22759727681579464	0.22759727681579464	49.27434744454463	9.644041351103331	0.3760437236314811	0.1443275698460609	0.11165322050228405	0.36797548602017444	0.2607270682170325	1.0	-17144.704076028087	1514.465954883327
