107.167521,13
102.470455,12
103.813334,12
102.334714,10
100.775200,10
96.712568,8
102.334714,10
95.836734,8
100.775200,10
103.895353,12
95.836734,8
102.334714,10
103.813334,12
102.334714,10
101.527884,12
101.527884,12
97.016849,9
102.470455,12
105.723701,12
103.769532,12
100.775200,10
100.863542,10
102.334714,10
102.334714,10
102.334714,10
102.470455,12
100.863542,10
102.334714,10
101.527884,12
105.723701,12
100.775200,10
105.723701,12
95.836734,8
100.863542,10
100.863542,10
95.836734,8
102.470455,12
103.895353,12
100.863542,10
103.895353,12
100.775200,10
101.527884,12
100.863542,10
95.836734,8
102.334714,10
100.863542,10
105.723701,12
101.527884,12
100.348350,11
101.527884,12
102.470455,12
102.334714,10
102.334714,10
100.863542,10
100.863542,10
101.527884,12
102.334714,10
102.470455,12
105.723701,12
100.775200,10
102.334714,10
103.813334,12
102.334714,10
101.527884,12
100.775200,10
103.895353,12
102.334714,10
102.470455,12
100.863542,10
100.775200,10
102.334714,11
101.527884,12
100.775200,10
100.863542,10
100.863542,10
100.775200,10
100.775200,10
99.002194,11
96.712568,8
105.723701,12
102.470455,12
100.775200,10
100.863542,10
102.334714,10
100.863542,10
90.905375,9
102.334714,10
98.879147,10
103.813334,12
105.723701,12
100.775200,10
95.836734,8
96.759227,10
103.895353,12
100.775200,10
102.334714,10
102.334714,10
90.905375,9
100.863542,10
100.775200,10
101.527884,12
101.527884,12
103.769532,12
100.863542,11
103.769532,12
96.712568,8
100.348350,11
102.470455,12
100.863542,10
102.334714,10
103.813334,12
105.723701,12
102.334714,10
100.348350,11
96.712568,8
103.813334,12
105.723701,12
100.775200,10
100.466889,9
102.334714,10
105.723701,11
102.334714,10
99.002194,11
102.334714,10
105.723701,12
105.723701,12
105.723701,12
100.775200,10
100.863542,10
103.895353,12
101.527884,12
103.895353,12
100.775200,10
91.936432,7
102.334714,10
102.470455,12
102.334714,10
102.334714,10
103.895353,12
100.863542,10
102.470455,12
105.723701,12
103.769532,12
100.775200,10
103.769532,12
102.334714,10
100.775200,10
102.470455,12
103.769532,12
100.775200,10
101.527884,12
103.769532,12
100.863542,10
101.527884,12
102.334714,10
96.712568,8
102.470455,12
105.723701,12
102.334714,10
100.863542,10
100.775200,10
100.863542,10
100.775200,10
100.775200,10
100.775200,10
101.527884,12
105.723701,12
100.775200,10
102.470455,12
100.775200,10
100.775200,10
102.470455,12
102.334714,10
100.775200,10
102.470455,12
103.769532,12
100.775200,10
101.527884,12
102.470455,12
100.863542,10
102.334714,10
101.527884,12
100.863542,10
100.775200,10
101.527884,12
105.723701,12
105.723701,12
103.895353,12
100.775200,10
103.769532,12
100.863542,10
105.723701,12
90.905375,9
100.863542,10
100.775200,10
102.470455,12
103.769532,12
100.863542,10
103.895353,12
100.863542,10
103.769532,12
