424.325324,19
412.994597,13
413.070275,13
401.367288,13
412.994597,13
412.994597,13
412.994597,13
415.876948,15
413.038855,15
403.241420,13
415.905772,15
413.070275,13
403.241420,13
410.308869,13
418.891391,15
403.241420,13
413.070275,13
414.305508,15
412.994597,13
410.308869,13
410.308869,13
417.495528,15
413.070275,13
418.222350,15
415.876948,15
418.891391,15
401.367288,13
410.308869,13
403.241420,13
418.222350,15
418.891391,15
418.222350,15
410.308869,13
413.038855,15
413.038855,15
413.070275,13
417.495528,15
415.905772,15
410.308869,13
414.305508,15
417.495528,15
403.241420,13
415.876948,15
418.891391,15
401.367288,13
413.070275,13
413.038855,15
414.305508,15
403.241420,13
413.301098,15
415.905772,15
410.308869,13
420.501626,16
418.120658,15
410.308869,13
418.891391,15
413.038855,15
415.905772,15
413.038855,15
413.070275,13
418.222350,15
412.347361,15
401.281494,15
403.241420,13
413.301098,15
412.994597,13
418.222350,15
415.876948,15
413.038855,15
413.038855,15
413.070275,13
417.495528,15
414.305508,15
413.301098,15
418.222350,15
415.905772,15
401.367288,13
410.308869,13
413.301098,15
418.120658,15
413.038855,15
413.070275,13
413.301098,15
401.367288,13
403.241420,13
418.120658,15
413.301098,15
418.222350,15
401.367288,13
410.308869,13
403.241420,13
401.367288,13
410.308869,13
415.876948,15
413.070275,13
418.891391,15
413.070275,13
418.120658,15
413.301098,15
403.241420,13
412.994597,13
418.120658,15
410.308869,13
417.495528,15
412.994597,13
418.366219,16
415.876948,15
413.301098,15
418.120658,15
413.070275,13
401.367288,13
401.367288,13
403.241420,13
418.222350,15
412.994597,13
410.308869,13
414.305508,15
413.070275,13
413.301098,15
401.367288,13
401.367288,13
413.070275,13
414.305508,15
410.308869,13
415.876948,15
414.305508,15
413.070275,13
401.367288,13
413.070275,13
403.241420,13
413.301098,15
412.994597,13
417.495528,15
413.301098,15
415.876948,15
412.994597,13
410.308869,13
418.120658,15
418.222350,15
418.120658,15
413.070275,13
413.070275,13
417.294909,18
413.070275,13
418.222350,15
418.120658,15
413.301098,15
413.070275,13
412.994597,13
418.120658,15
418.891391,15
415.905772,15
417.495528,15
415.905772,15
418.222350,15
415.905772,15
417.688071,16
413.038855,15
413.038855,15
401.367288,13
410.308869,13
417.495528,15
415.905772,15
401.367288,13
415.905772,15
417.495528,15
418.120658,15
410.308869,13
412.994597,13
418.120658,15
413.070275,13
418.222350,15
414.305508,15
413.070275,13
403.241420,13
418.891391,15
418.222350,15
415.905772,15
401.367288,13
413.301098,15
418.891391,15
418.891391,15
418.120658,15
412.994597,13
413.070275,13
418.120658,15
418.120658,15
413.070275,13
413.301098,15
414.305508,15
401.367288,13
410.308869,13
413.038855,15
401.367288,13
401.367288,13
403.241420,13
415.876948,15
412.994597,13
413.038855,15
410.308869,13
413.038855,15
412.994597,13
414.305508,15
413.070275,13
418.891391,15
418.222350,15
399.163396,17
418.891391,15
410.308869,13
412.994597,13
410.308869,13
418.120658,15
410.308869,13
413.301098,15
410.308869,13
401.367288,13
410.308869,13
417.707034,17
417.588798,17
413.070275,13
418.120658,15
418.222350,15
418.891391,15
403.241420,13
415.905772,15
414.305508,15
415.905772,15
415.905772,15
413.301098,15
412.994597,13
413.038855,15
410.308869,13
412.994597,13
415.905772,15
417.495528,15
414.815208,17
403.241420,13
415.876948,15
410.308869,13
412.994597,13
414.305508,15
413.301098,15
412.994597,13
413.301098,15
413.070275,13
412.994597,13
403.241420,13
401.367288,13
418.120658,15
401.367288,13
418.120658,15
401.367288,13
415.876948,15
417.495528,15
410.308869,13
412.994597,13
403.241420,13
401.367288,13
413.070275,13
422.458067,18
415.876948,15
410.308869,13
401.367288,13
413.070275,13
410.308869,13
412.994597,13
412.347361,15
401.367288,13
415.876948,15
415.876948,15
410.308869,13
418.222350,15
412.994597,13
417.495528,15
410.308869,13
415.876948,15
417.495528,15
415.876948,15
418.120658,15
415.876948,15
417.495528,15
410.308869,13
403.241420,13
410.308869,13
401.367288,13
413.070275,13
411.915445,14
413.301098,15
412.994597,13
418.222350,15
403.241420,13
415.876948,15
403.241420,13
413.070275,13
410.308869,13
412.994597,13
418.891391,15
417.495528,15
401.367288,13
421.585866,17
410.308869,13
412.994597,13
415.876948,15
418.891391,15
411.915445,14
401.367288,13
418.891391,15
410.308869,13
414.305508,15
418.120658,15
410.308869,13
418.120658,15
403.241420,13
413.038855,15
413.301098,15
403.241420,13
412.994597,13
401.367288,13
418.222350,15
418.222350,15
417.495528,15
412.994597,13
418.222350,15
418.120658,15
413.301098,15
412.994597,13
403.241420,13
410.308869,13
413.070275,13
401.367288,13
