# BEAST v1.8.2, r6687
# Generated Thu Oct 13 01:05:53 CEST 2016 [seed=1476313552789]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(ingroup)	yule.birthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	speciation
20000	-4194.687224019809	-165.52560328880344	-4029.1616207310053	0.24300103571768647	0.1680251154364347	16.81937970319187	4.595174627898216	0.23904877250587755	0.2609213124873002	0.2434525237008516	0.2565773913059705	0.26451949134143327	3.2444529455855835	1.5117106889970173	2.3614683491467967	1.687328712462175	0.03569897545287854	-4029.1616207310053	78.85370960456436
21000	-4180.203845120603	-149.80146842305308	-4030.4023766975492	0.1789014358902455	0.11116919566064765	26.135170590688254	4.730666499222861	0.23904877250587755	0.2609213124873002	0.2434525237008516	0.2565773913059705	0.23131184909122565	3.160184061358895	1.4125291212464743	2.543836974105312	1.2140384137792848	0.0012839247143819287	-4030.4023766975492	94.22660368101438
22000	-4171.132326657162	-155.06091842844253	-4016.0714082287195	0.21462557047476316	0.141758554210449	26.757999577370676	4.730666499222861	0.2477052297589457	0.2587777468349324	0.23479606644778345	0.25872095695833836	0.23131184909122565	3.231962428651868	1.306732896562241	2.8210398488488058	1.2088137466485762	-0.029288936680878258	-4016.0714082287195	88.67227356332188
23000	-4162.036893399767	-148.37656653128332	-4013.6603268684835	0.14483080251501596	0.1152479616118853	40.68651348317616	4.730666499222861	0.2477052297589457	0.2587777468349324	0.23479606644778345	0.25872095695833836	0.25306072409019326	4.088539717640761	1.3907627042913742	3.3982021094008132	1.2107827125078459	-0.00796707770193071	-4013.6603268684835	95.88793246585928
24000	-4138.41632375021	-115.50845456326564	-4022.907869186944	0.05887780203275297	0.05019357357778708	62.639150855379015	4.730666499222861	0.25259254407153625	0.25389043252234184	0.23479606644778345	0.25872095695833836	0.25306072409019326	8.996483514442543	1.463346971526728	6.978698047238819	1.3144405036947273	0.007593521992005551	-4022.907869186944	129.76656244478593
25000	-4135.767879221089	-120.77214450171707	-4014.995734719372	0.07116645385104202	0.05347509401388021	55.618029060143805	3.630970057971151	0.24609042531173875	0.25389043252234184	0.23479606644778345	0.26522307571813586	0.25306072409019326	9.096589278159177	1.5263814593967646	6.66974074911847	1.424442961277032	-0.027576294129244224	-4014.995734719372	124.36714720607631
26000	-4137.546960329956	-124.45588472023339	-4013.0910756097223	0.08628574366367205	0.05834407915858812	84.58848428060791	3.630970057971151	0.24609042531173875	0.25389043252234184	0.23479606644778345	0.26522307571813586	0.25306072409019326	8.26707356903769	1.5944930460467641	5.976480887430996	1.5517017981531744	-0.04892103597471187	-4013.0910756097223	120.79138889743855
27000	-4145.251978476903	-127.17645836835563	-4018.0755201085476	0.08289745931969701	0.06717380356785041	63.00821424813895	3.630970057971151	0.2560357594083388	0.2439450984257418	0.23479606644778345	0.26522307571813586	0.25306072409019326	6.769285987415028	1.5163211365169365	5.32427625887951	1.3955226951074988	0.012949695151761706	-4018.0755201085476	117.63511664697903
28000	-4150.884235262996	-132.6954136158281	-4018.1888216471684	0.11496971823930079	0.07999847894595961	48.57433720531352	3.630970057971151	0.2545402718080992	0.2439450984257418	0.23629155404802302	0.26522307571813586	0.29566198762838364	6.931918719262668	1.6104261073932296	5.20177009036932	1.87122462077801	0.043278842795773785	-4018.1888216471684	112.50755876304284
29000	-4156.1812314348235	-137.31149042170875	-4018.8697410131144	0.1400961743459747	0.1040396167770631	48.17617692589001	3.630970057971151	0.26010823612084083	0.23837713411300016	0.23629155404802302	0.26522307571813586	0.29566198762838364	4.897538925329442	1.5209708988162354	3.7718870140928153	1.7277737528830277	0.0846266165059175	-4018.8697410131144	107.27402552792321
30000	-4158.09871922843	-133.79239163824633	-4024.306327590184	0.11165331901908958	0.08088870359626367	70.27047155393446	3.2237983480142094	0.26169796167072223	0.23837713411300016	0.23629155404802302	0.26363335016825445	0.2721269229923082	5.336370074954687	1.510536699383996	4.137084256217895	1.5800746968425936	-0.09716934697490051	-4024.306327590184	110.66446768020464
31000	-4159.261138860011	-136.74986527419713	-4022.5112735858133	0.11244343670234531	0.08587639898283218	37.946712215420575	4.048927275622172	0.2568762591234514	0.24538247188817996	0.23629155404802302	0.26144971494034547	0.2994058730855345	4.415245566055608	1.3482508990366642	4.082508402249558	1.4233769927335558	-0.024011574798246782	-4022.5112735858133	107.35386780836261
32000	-4141.03651842728	-121.71496458220865	-4019.3215538450713	0.07448095948638497	0.054787522366337056	67.45553740565232	4.048927275622172	0.2644799926425029	0.24876928930555295	0.22868782052897157	0.2580628975229725	0.2994058730855345	5.882074641087817	1.3195745285086322	5.331210485233694	1.394366923898124	-0.001524465664480002	-4019.3215538450713	122.59076544820341
33000	-4118.064307431734	-103.81445971780852	-4014.2498477139256	0.05335336860857976	0.02959317335890024	89.96770189861623	4.048927275622172	0.2723614665137505	0.24876928930555295	0.22868782052897157	0.2501814236517249	0.2994058730855345	9.709472665765494	1.3675419251176755	9.251373043515343	1.8944288728871035	0.016625753816950334	-4014.2498477139256	141.1396911506775
34000	-4108.120257398839	-106.1012537466363	-4002.0190036522026	0.04816838525912351	0.0376961947057768	105.20240382978386	4.292181505146565	0.26608575905022164	0.24876928930555295	0.22868782052897157	0.25645713111525376	0.2994058730855345	8.833235723281351	1.412886420311965	9.243757800694407	1.7194985352940875	-0.0037743459296500827	-4002.0190036522026	138.967878805356
35000	-4105.002696036076	-104.91093322261591	-4000.0917628134594	0.049927771819966514	0.037439172684586686	125.87993936095285	4.292181505146565	0.25957775138251576	0.24870216739009493	0.22868782052897157	0.2630322606984177	0.2967251531214458	9.447571571112018	1.5068838165441543	9.79500769061072	1.9640308191434406	-0.029784928801052782	-4000.0917628134594	140.50261351546595
36000	-4069.3448041408033	-74.9073311388868	-3994.4374730019163	0.022055746275522748	0.015230455873008064	218.08643626852043	4.309452879745865	0.27602054043141794	0.24054617786357282	0.22040102100659154	0.2630322606984177	0.2433126608817163	24.813957125645356	1.5401038439178862	22.40672286878164	2.0194440518196815	-0.03139531347843155	-3994.4374730019163	171.484295012311
37000	-4085.4563458725834	-83.24229694425009	-4002.2140489283333	0.026486375610367763	0.017755196403052707	187.48102455269276	4.309452879745865	0.27602054043141794	0.24054617786357282	0.22040102100659154	0.2630322606984177	0.2433126608817163	18.296634559913183	1.4592125909272093	16.707935321487987	2.0010157806838507	-0.07770942510289401	-4002.2140489283333	162.5957536714682
38000	-4077.173119138397	-69.5472565797163	-4007.6258625586806	0.016308262631136872	0.01200125866044396	200.61141675787954	4.309452879745865	0.27602054043141794	0.24054617786357282	0.22040102100659154	0.2630322606984177	0.2433126608817163	22.331977277382816	1.4822431097644027	24.607637842808373	1.9685672958355411	-0.09937604286709281	-4007.6258625586806	176.5630241036113
39000	-4072.7397550145993	-91.88291208234824	-3980.856842932251	0.02709557508286801	0.025451257032700694	139.48284225239567	4.309452879745865	0.2669339498672831	0.24963276842770768	0.21136210833812152	0.2720711733668877	0.2433126608817163	10.38817000782682	1.3842159274161068	12.688852756125907	1.696141437178528	0.08012921220120242	-3980.856842932251	153.1567566481158
40000	-4075.909331694277	-97.78709998692219	-3978.122231707355	0.03165559021042912	0.027291622418903594	106.19538989749712	3.7279593155234187	0.26767843829239996	0.24963276842770768	0.21061761991300465	0.2720711733668877	0.26250883094045585	9.007928328956421	1.3357895774556432	11.603176099069746	1.5763721724213036	0.047553947027630245	-3978.122231707355	146.820906695909
41000	-4060.7452871567566	-72.7573591560919	-3987.987928000665	0.017065287064350655	0.015673112770799805	191.82141394313248	3.7279593155234187	0.26767843829239996	0.24963276842770768	0.21061761991300465	0.2720711733668877	0.26250883094045585	14.890356119517154	1.2343124621979285	20.17722237076526	1.0398179941571781	0.32402124255681714	-3987.987928000665	172.05420464821998
42000	-4065.3838000703563	-75.13491238596887	-3990.2488876843872	0.019590086750323976	0.016596752265776896	200.37378369565545	3.7279593155234187	0.27346916317349595	0.24963276842770768	0.21061761991300465	0.2662804484857917	0.27956232767132844	14.771045411380902	1.2136831838764932	21.344703316017725	0.999892900177016	0.24387031049311186	-3990.2488876843872	169.64071442133624
43000	-4040.641954996945	-63.348281661074935	-3977.29367333587	0.014975268643759034	0.013116320771879561	307.4864504536832	4.468761701764944	0.2826814238892367	0.24963276842770768	0.20581689121211016	0.2618689164709454	0.27956232767132844	28.416979359178306	1.331342306495429	37.78812589394615	1.0782451724029558	0.4121670206631483	-3977.29367333587	182.67603493984447
44000	-4055.17411291452	-72.33748213740213	-3982.8366307771175	0.019458499245325344	0.016378920686043737	194.06006444527287	4.468761701764944	0.281761283338922	0.2505529089780224	0.20581689121211016	0.2618689164709454	0.27956232767132844	19.787499621853218	1.3014749252786673	24.678467055068584	1.0407173914102723	3.323534930804123E-4	-3982.8366307771175	173.22702835137454
45000	-4035.063141578702	-58.447891332184696	-3976.6152502465175	0.012809124163310724	0.01158446574630107	286.86310740462113	4.468761701764944	0.2900169168834159	0.2500681979388932	0.19804596870674548	0.2618689164709454	0.27956232767132844	30.303042163076732	1.3936440616799488	33.11790223186566	1.118443174964108	0.11771908068124722	-3976.6152502465175	187.8294136134346
46000	-4020.9289952882314	-45.372713265740856	-3975.5562820224904	0.008812586022679036	0.007789903874204134	449.9440902088246	4.369393241277414	0.2900169168834159	0.2500681979388932	0.19804596870674548	0.2618689164709454	0.26108697516688545	54.52982058319305	1.6158549736510444	51.54247088656871	1.4183958283904303	0.11142419641697811	-3975.5562820224904	202.11593289325805
47000	-4017.7974858703947	-51.80842955048496	-3965.9890563199097	0.011484739026527344	0.00932192260096823	451.6909969423636	4.369393241277414	0.2989761838007503	0.2500681979388932	0.1890867017894111	0.2618689164709454	0.26108697516688545	30.722518006174095	1.2447529447556263	35.18049487177263	1.0969975755960288	0.09436331469847893	-3965.9890563199097	193.96992512367314
48000	-3998.951070849974	-36.323831794836764	-3962.627239055137	0.008026009678123896	0.005506876116851531	542.5892119700892	4.369393241277414	0.2989761838007503	0.2500681979388932	0.1890867017894111	0.2618689164709454	0.26108697516688545	61.97230523843596	1.4556314822787397	61.73371797850348	1.2302292185876735	0.21470535979426902	-3962.627239055137	210.8193983116783
49000	-3989.543834580042	-32.68601010898462	-3956.8578244710575	0.007765900160262341	0.004640019207342412	769.9702878244632	4.178425836649542	0.2989761838007503	0.2500681979388932	0.1890867017894111	0.2618689164709454	0.26108697516688545	67.40665512004347	1.4064414472958804	67.20400073607361	1.2036670486214982	0.17118805261609923	-3956.8578244710575	214.3414309833424
50000	-3997.587451681847	-43.458311194259636	-3954.1291404875874	0.011651631830201006	0.00627633660462633	600.7712240575339	4.178425836649542	0.2989761838007503	0.2500681979388932	0.1890867017894111	0.2618689164709454	0.26108697516688545	72.3351559917348	1.6262923688874245	56.19327259086471	1.4741774624959239	0.1865203985993221	-3954.1291404875874	204.30410710610494
51000	-4006.5525170403153	-49.51858887146395	-3957.033928168851	0.013419969544686454	0.007515138176926123	348.95714953860977	4.6458697128616375	0.2989761838007503	0.259172151653684	0.1890867017894111	0.25276496275615457	0.26108697516688545	70.08118444289032	1.6083953228791834	54.29752321919716	1.4992172928774767	0.06984101224280694	-3957.033928168851	198.29508144785083
52000	-4033.4567579245286	-77.2367405122711	-3956.2200174122577	0.029333573294705824	0.016319475413320583	337.82345955119365	4.6458697128616375	0.29479817547405873	0.259172151653684	0.1890867017894111	0.25694297108284614	0.26108697516688545	35.21107366635492	1.597643336093613	26.379215111494506	1.4114712437645531	0.0990719766426983	-3956.2200174122577	169.82219830777433
53000	-4029.5778961059377	-72.67616577310866	-3956.901730332829	0.02584152090193581	0.014440327008792265	193.0012905053725	4.6458697128616375	0.29479817547405873	0.259172151653684	0.1890867017894111	0.25694297108284614	0.2519745528958596	27.784965392387104	1.5176387768066486	23.93732720597352	1.3525906923612319	0.18664182252669473	-3956.901730332829	173.8804797170812
54000	-4057.093657758897	-92.50994764354257	-3964.5837101153543	0.04222922912863634	0.023004056523813522	125.91955768247855	4.6458697128616375	0.29479817547405873	0.26098965519263995	0.1890867017894111	0.2551254675438902	0.2536721022697301	26.356901065012483	1.738340102259752	16.926646890309662	1.5367917186528317	0.005481872191997748	-3964.5837101153543	154.65805670186458
55000	-4035.367171388738	-72.60302419459171	-3962.764147194146	0.023224303291764944	0.013780552216154953	186.3548936321234	4.6458697128616375	0.29479817547405873	0.26098965519263995	0.1890867017894111	0.2551254675438902	0.2597810596243716	31.65242834544698	1.7337035195676314	23.249883665348708	1.4517718528873442	0.24499326503005406	-3962.764147194146	174.75148548992246
56000	-4018.4440357964118	-68.83786074807455	-3949.6061750483373	0.017975583515337654	0.014510118351409657	263.50622493686075	4.6458697128616375	0.29479817547405873	0.26098965519263995	0.1890867017894111	0.2551254675438902	0.2597810596243716	43.302806607996565	1.8850521428074432	27.54037261755948	1.636243910869062	0.29072845753172066	-3949.6061750483373	179.2954343618645
57000	-4027.017146397799	-82.61779420466453	-3944.3993521931343	0.02687932650891616	0.02133944640320789	163.30935445539626	4.476522541984808	0.29479817547405873	0.26098965519263995	0.1890867017894111	0.2551254675438902	0.2597810596243716	32.277135283252356	1.839778373385967	22.553697811824023	1.6780291891405292	0.24477114296001315	-3944.3993521931343	165.0256613008745
58000	-4029.650257280764	-80.15277167919908	-3949.4974856015647	0.02283977149180176	0.019499778156794184	174.63078992342446	4.476522541984808	0.29479817547405873	0.2576723194062933	0.1890867017894111	0.25844280333023684	0.2597810596243716	39.84413862834658	1.9926325947048389	24.40949280085106	1.8581803236686067	0.04811826997395769	-3949.4974856015647	168.16721909238981
59000	-4022.9419082573036	-73.565136735138	-3949.3767715221657	0.018406884944437547	0.016301743722696164	236.59230432054855	4.476522541984808	0.2862512566281303	0.26621923825222177	0.1890867017894111	0.25844280333023684	0.2597810596243716	36.47501580832801	1.8792237416724322	25.060698493887653	1.6803611146671327	0.191981856508351	-3949.3767715221657	174.32299892157016
60000	-4036.100823066805	-70.7194832088739	-3965.381339857931	0.018700563154685948	0.013730692618360215	227.07610789888994	4.5158798906053015	0.2862512566281303	0.26621923825222177	0.18957753757941379	0.25795196754023414	0.2597810596243716	32.42524650975938	1.6255001535138833	26.13413353153169	1.4314710182868606	0.11601988678343308	-3965.381339857931	176.29743211687546
61000	-4049.725536378527	-93.39700278988795	-3956.328533588639	0.0332483532330666	0.024281842924218387	165.10794048738865	4.5158798906053015	0.2862512566281303	0.26621923825222177	0.18957753757941379	0.25795196754023414	0.2597810596243716	20.461567167989205	1.9080509557724368	13.436898973244656	1.7162429715541383	0.12876996837295016	-3956.328533588639	153.99567267390626
62000	-4054.471209967294	-95.9322840257	-3958.538925941594	0.03873506188214592	0.02542205031339861	129.32415383979915	5.07457696247369	0.2862512566281303	0.26621923825222177	0.18957753757941379	0.25795196754023414	0.2597810596243716	18.449797529577996	1.828744675641986	13.071492226969156	1.539557342906587	0.21995367584532002	-3958.538925941594	151.27595942968955
63000	-4015.3172042982014	-64.89515590952212	-3950.4220483886793	0.01449299617074746	0.010814511069666292	302.39213548433446	4.608377421694795	0.2862512566281303	0.26621923825222177	0.18069194500125008	0.2668375601183979	0.2597810596243716	53.86388681541665	1.8906076640924185	35.83446104276372	1.6187791525680562	0.23540625001652593	-3950.4220483886793	183.47253018361957
64000	-4002.3961895679768	-71.5991974875491	-3930.7969920804276	0.018974255926511766	0.013360018195370641	233.99176835014816	5.181637765218856	0.2862512566281303	0.26621923825222177	0.18069194500125008	0.2668375601183979	0.2597810596243716	43.73108251327016	1.8368933959242753	30.218425793002265	1.614367812590671	0.27900701104726316	-3930.7969920804276	176.5502747216348
65000	-4008.301983245699	-72.83229829809594	-3935.469684947603	0.01647672182279121	0.013564410643409802	202.55342786481052	4.813923441728109	0.2862512566281303	0.26933384341790584	0.17757733983556598	0.2668375601183979	0.2597810596243716	44.74861881157087	1.9871063140274985	25.567799000239063	1.7425645571266242	0.2795266758483024	-3935.469684947603	175.68954236111622
66000	-4038.8583448011213	-93.5247948197921	-3945.3335499813293	0.03399942135352375	0.02468390446090389	143.7474970678806	5.218101339455919	0.2862512566281303	0.26933384341790584	0.17757733983556598	0.2668375601183979	0.2415025237389176	20.553190799695823	1.8960457212773512	13.248366879236693	1.7939370022863534	0.20230898140543466	-3945.3335499813293	153.99803496557496
67000	-4039.994260820342	-92.9441775088695	-3947.0500833114725	0.03399624685445723	0.022693648043288536	127.87381755050893	5.218101339455919	0.2862512566281303	0.26933384341790584	0.17757733983556598	0.2668375601183979	0.26014232215610195	21.158892538158828	1.878797899586109	15.119433734825058	1.6602012495810519	0.2051602913314541	-3947.0500833114725	154.59380913508454
68000	-4071.902631091303	-118.56871589867023	-3953.333915192633	0.050666561582181795	0.04120940527818382	78.18960817676127	5.218101339455919	0.2862512566281303	0.26933384341790584	0.17757733983556598	0.2668375601183979	0.26014232215610195	15.70800564851322	1.9401637080558356	8.510864328260535	1.8059802347087028	0.10713009972312697	-3953.333915192633	128.85032540178122
69000	-4061.17056444633	-119.61794000458087	-3941.5526244417492	0.05497782414658618	0.04158665202677112	97.82524901156413	5.218101339455919	0.28730939463423955	0.27832862355227983	0.16752442169508275	0.2668375601183979	0.30168074705782294	14.945072836004162	2.0829815375604714	7.430544262120841	1.9516454582123763	0.0817899558698164	-3941.5526244417492	128.26212966321953
70000	-4041.9034372990177	-96.46155707084199	-3945.4418802281757	0.031147609794977837	0.022494606475452768	98.01942030729201	4.712828594255528	0.28730939463423955	0.27832862355227983	0.16752442169508275	0.2668375601183979	0.30168074705782294	22.886530170313996	1.9276239924161063	13.676762160836253	1.8026594366474153	0.05166745510226694	-3945.4418802281757	151.24508925204333
71000	-4043.996711229678	-95.14920535067745	-3948.847505879001	0.032291443614027214	0.019514307923456806	128.88186324758394	4.712828594255528	0.286678457720496	0.27832862355227983	0.16752442169508275	0.26746849703214143	0.30168074705782294	34.45978826257185	1.957128626023431	18.902980896164017	1.6103618958193586	0.02474663715291087	-3948.847505879001	153.06636343787923
72000	-4015.4585704786914	-67.38731797871083	-3948.0712524999803	0.018281667915698074	0.010247233973412798	260.6030944358455	5.12857043096766	0.286678457720496	0.27832862355227983	0.16752442169508275	0.26746849703214143	0.23505733247193775	51.86026791390997	1.6689033507127131	38.78940777056224	1.4465149028643893	0.13795608751341995	-3948.0712524999803	180.37267858963668
73000	-4018.3792796863627	-77.29937186610204	-3941.079907820261	0.02140578353425473	0.012399828298722467	164.66495574911528	4.640283429968203	0.286678457720496	0.27832862355227983	0.16752442169508275	0.26746849703214143	0.23505733247193775	34.41896917670184	1.7298966096752948	27.313696065817325	1.4157648847527338	0.24467633477244233	-3941.079907820261	170.07912996458515
74000	-4019.9209866454607	-79.55643766411765	-3940.364548981343	0.023676584157332314	0.01582400202910981	220.39273915413037	4.640283429968203	0.286678457720496	0.27832862355227983	0.16752442169508275	0.26746849703214143	0.23505733247193775	25.602187658309376	1.6799257301947694	20.997104527349546	1.5200990478208016	0.1305887257384584	-3940.364548981343	167.36770063793216
75000	-4005.1066800327635	-66.83953917329515	-3938.2671408594683	0.018843239718189474	0.009722086432136996	310.55086944637134	4.640283429968203	0.286678457720496	0.27832862355227983	0.16752442169508275	0.26746849703214143	0.2527374655743093	46.71229181722375	1.7787234206698914	33.096953965182855	1.6139583719268575	0.04491974502724922	-3938.2671408594683	181.03819077589097
76000	-3986.3896135244263	-46.02101408164904	-3940.3685994427774	0.010438281416284535	0.006022652038088824	448.1007603386566	4.714167162641503	0.286678457720496	0.27832862355227983	0.16752442169508275	0.26746849703214143	0.2527374655743093	81.81609641975506	1.744644862185089	61.43410859758623	1.4745194243766935	0.14705148268779172	-3940.3685994427774	202.3707734225827
77000	-3972.2246192410107	-32.256088713368	-3939.9685305276425	0.008126894825058384	0.003695118056080721	582.0048831089653	4.714167162641503	0.2863163404853992	0.2786907407873766	0.16752442169508275	0.26746849703214143	0.25495230290653303	100.6676657647586	1.7032554035169214	76.4843172180133	1.4691231377227238	0.1692756009232542	-3939.9685305276425	216.24195495969207
78000	-3963.696536954215	-14.39701897072112	-3949.299517983494	0.0034269902134857586	0.002939819689777935	1096.6492910637808	4.714167162641503	0.28528315062849535	0.2786907407873766	0.16752442169508275	0.2685016868890453	0.25495230290653303	146.72515655462027	1.7032554035169214	119.89339318054182	1.4512698542880658	0.07650757957009803	-3949.299517983494	234.5234419565932
