# BEAST v1.8.2, r6687
# Generated Thu Oct 13 01:06:26 CEST 2016 [seed=1476313585669]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(ingroup)	yule.birthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	speciation
37000	-4152.922068782612	-180.0845308398455	-3972.8375379427666	0.5178322745219006	0.43012971896147545	9.421449622314373	4.103261761208805	0.27662812014452526	0.26489849634876406	0.18247086340244253	0.2760025201042683	0.26132793787096015	1.0	-3972.8375379427666	52.61161211623333
38000	-4158.433686083922	-178.63642498530987	-3979.797261098612	0.46759368782962313	0.434182839719868	11.840466142244699	4.000792450821669	0.2735411559342384	0.2679854605590509	0.18247086340244253	0.2760025201042683	0.29371241553304817	1.0	-3979.797261098612	54.09273695681334
39000	-4152.62113986292	-175.30764638895337	-3977.3134934739664	0.3921768983516082	0.3554593144693522	12.353090973845037	3.9063758670454933	0.2735411559342384	0.2770190004981174	0.17343732346337604	0.2760025201042683	0.26850538129189205	1.0	-3977.3134934739664	57.341494169796704
40000	-4143.428588797528	-179.8362052006407	-3963.5923835968874	0.46589499341028207	0.4401132053399707	12.391564749390847	3.9507997467787113	0.2735411559342384	0.27968329668790165	0.17077302727359175	0.2760025201042683	0.26850538129189205	1.0	-3963.5923835968874	52.82690849210844
41000	-4133.957777366931	-177.34419103874944	-3956.613586328181	0.41350193427285625	0.3762021148615796	13.985691837082758	3.9507997467787113	0.2735411559342384	0.27968329668790165	0.17077302727359175	0.2760025201042683	0.26850538129189205	1.0	-3956.613586328181	55.3189226539997
42000	-4136.035533903874	-181.2296143747658	-3954.805919529108	0.48389385746623187	0.46712561496463906	9.21179546322436	3.991592171205294	0.2735411559342384	0.2807717750494348	0.1687308732851601	0.2769561957311668	0.26850538129189205	1.0	-3954.805919529108	51.44626345597982
43000	-4149.375921288612	-187.91234061294406	-3961.4635806756673	0.5273240416206072	0.5177201855994309	7.020711002002092	3.991592171205294	0.2735411559342384	0.2807717750494348	0.1687308732851601	0.2769561957311668	0.26850538129189205	1.0	-3961.4635806756673	44.763537217801534
44000	-4142.546162021771	-185.65330049909596	-3956.8928615226755	0.5471655878473822	0.47589157911670743	8.218341971478468	3.991592171205294	0.2735411559342384	0.2807717750494348	0.1687308732851601	0.2769561957311668	0.2830518196766233	1.0	-3956.8928615226755	47.05167020841908
45000	-4147.920365520993	-181.57777903162517	-3966.342586489368	0.4912264548277806	0.45792039249680566	9.52725940268945	3.991592171205294	0.2735411559342384	0.2807717750494348	0.1687308732851601	0.2769561957311668	0.33490982194599384	1.0	-3966.342586489368	51.23090768042863
46000	-4131.185348796082	-177.896225352644	-3953.2891234434373	0.42438631496860163	0.412589359330483	12.920580111503241	4.537705520806864	0.27827674340986874	0.2807717750494348	0.16429617732664561	0.27665530421405093	0.33490982194599384	1.0	-3953.2891234434373	55.07748423850026
47000	-4134.654659532915	-180.55093552988708	-3954.1037240030278	0.4428808564929136	0.42568922881292137	9.02508328978063	4.537705520806864	0.27827674340986874	0.2807717750494348	0.16429617732664561	0.27665530421405093	0.33490982194599384	1.0	-3954.1037240030278	52.42277406125717
48000	-4130.150755769021	-179.341152983852	-3950.8096027851693	0.4422486063493899	0.43338304417950246	9.133150824436417	4.42684704721827	0.27827674340986874	0.2807717750494348	0.158384265372177	0.28256721616851954	0.25438964663974056	1.0	-3950.8096027851693	53.43886665941052
49000	-4131.585070931738	-179.36446222062943	-3952.220608711109	0.45007587713693464	0.43737432597836723	10.324147754369545	4.859863063717801	0.28287289998388576	0.2807717750494348	0.158384265372177	0.2779710595945025	0.22080170202237498	1.0	-3952.220608711109	53.473618983709585
50000	-4140.356815384563	-187.45899985594593	-3952.8978155286163	0.5378817772108486	0.5040332465265948	7.382077629435208	4.859863063717801	0.2713624734825165	0.28710987028214413	0.158384265372177	0.2831433908631624	0.22080170202237498	1.0	-3952.8978155286163	45.379081348393086
51000	-4140.110688051298	-186.55420037383107	-3953.5564876774665	0.5127192398036782	0.48057718400918115	9.538923481465691	5.001223314223586	0.2713624734825165	0.28710987028214413	0.1659435312147667	0.2755841250205727	0.25183966531111435	1.0	-3953.5564876774665	46.385553803463324
52000	-4146.586725141119	-191.1567328603782	-3955.4299922807413	0.5713870173140514	0.561738560137147	9.328263302592452	5.241622139796071	0.2713624734825165	0.28583049901320323	0.1659435312147667	0.2768634962895136	0.27240989494686824	1.0	-3955.4299922807413	41.89013472644278
53000	-4145.321815386662	-189.86646836787395	-3955.4553470187875	0.6278986954387349	0.6094658534431111	7.577594161768963	5.241622139796071	0.2713624734825165	0.28583049901320323	0.1659435312147667	0.2768634962895136	0.27240989494686824	1.0	-3955.4553470187875	43.18039921894703
54000	-4137.617925443692	-188.60483881464006	-3949.0130866290515	0.648333429456332	0.6418935355027638	10.888952178573083	5.241622139796071	0.2713624734825165	0.2908461828015794	0.15314413692233902	0.28464720679356514	0.2799874245062588	1.0	-3949.0130866290515	44.45718383129971
55000	-4130.030959767632	-186.31640200640578	-3943.714557761227	0.5824184433049577	0.5528232005759361	10.331343306134986	4.648907527398041	0.2713624734825165	0.2908461828015794	0.15314413692233902	0.28464720679356514	0.26316772250179854	1.0	-3943.714557761227	46.546161629137465
56000	-4141.8016592321055	-183.3531737904703	-3958.448485441635	0.5044465881237813	0.5038797164668385	13.560353600592602	4.648907527398041	0.2713624734825165	0.2996155203903558	0.15314413692233902	0.27587786920478874	0.2677601098953784	1.0	-3958.448485441635	49.51857461986012
57000	-4131.181730928856	-183.96052672327212	-3947.2212042055844	0.4937625476681685	0.45757350282731163	12.281283279907722	4.648907527398041	0.2786584385381739	0.29231955533469844	0.15314413692233902	0.27587786920478874	0.2904374870504513	1.0	-3947.2212042055844	48.956576441368405
58000	-4127.236624397148	-183.21330335374245	-3944.023321043406	0.5007343400737296	0.4933212272219081	12.478375126569325	4.1177546617363365	0.2786584385381739	0.29231955533469844	0.15314413692233902	0.27587786920478874	0.26315870668299257	1.0	-3944.023321043406	49.49096013584868
59000	-4120.498635303135	-178.1926091129549	-3942.30602619018	0.42280688736541167	0.40951849034623183	9.518681419302961	4.1177546617363365	0.2786584385381739	0.29231955533469844	0.15314413692233902	0.27587786920478874	0.26315870668299257	1.0	-3942.30602619018	54.51165437663625
60000	-4131.421376168007	-182.98591554419113	-3948.4354606238157	0.564276779821224	0.5603460589342812	9.272196773347005	4.1177546617363365	0.2786584385381739	0.29231955533469844	0.15314413692233902	0.27587786920478874	0.26997698093210254	1.0	-3948.4354606238157	49.7319844938982
61000	-4130.29226900518	-184.76282869127462	-3945.5294403139055	0.580000994115612	0.5486781650610482	11.802612867763536	4.3251951551689505	0.2786584385381739	0.3042848413905344	0.1453799114379111	0.2716768086333807	0.2684099333254034	1.0	-3945.5294403139055	48.01492321610446
62000	-4130.12790033953	-181.28492916114914	-3948.842971178381	0.4739164539637194	0.42233014156076965	10.352853672353168	4.000135234269821	0.2786584385381739	0.3042848413905344	0.14738780307265426	0.2696689169986375	0.25172004567766	1.0	-3948.842971178381	51.36004312804634
63000	-4125.002677867553	-176.85040596528438	-3948.1522719022687	0.4760609581276946	0.4734429631490628	11.964448077770232	4.000135234269821	0.2786584385381739	0.3042848413905344	0.14738780307265426	0.2696689169986375	0.25172004567766	1.0	-3948.1522719022687	55.79456632391108
64000	-4125.868757253563	-186.99505851378547	-3938.8736987397774	0.57297855183788	0.5721945631148955	6.644223218395131	4.000135234269821	0.2750342875945571	0.3079089923341512	0.14738780307265426	0.2696689169986375	0.25172004567766	1.0	-3938.8736987397774	45.64991377540999
65000	-4134.189605657427	-181.1922363354519	-3952.997369321975	0.5067641416216129	0.46951455588180147	10.25674253177556	4.000135234269821	0.2750342875945571	0.3079089923341512	0.14738780307265426	0.2696689169986375	0.25172004567766	1.0	-3952.997369321975	51.45273595374357
66000	-4131.611850411269	-179.18708589235166	-3952.424764518918	0.4535492226024385	0.4457453293936477	10.930428151221877	4.000135234269821	0.2750342875945571	0.3079089923341512	0.14738780307265426	0.2696689169986375	0.23994758565780264	1.0	-3952.424764518918	53.43434147680408
67000	-4135.303997896694	-180.41366981601047	-3954.890328080684	0.42177586481219526	0.4141793904423355	9.01017601053049	4.000135234269821	0.2750342875945571	0.3079089923341512	0.14738780307265426	0.2696689169986375	0.23994758565780264	1.0	-3954.890328080684	52.20775755314528
68000	-4130.201406390175	-180.59527258196	-3949.6061338082154	0.44198356842886	0.433413751070659	11.563059462696117	4.335405406112613	0.2750342875945571	0.3103313106850084	0.14496548472179702	0.2696689169986375	0.24501546512079805	1.0	-3949.6061338082154	52.13875091233412
69000	-4124.332956238222	-181.64610857975813	-3942.686847658464	0.445565302391325	0.43307319927930055	14.150960059425291	4.479359034462193	0.28017895124775954	0.3113691921683169	0.1398208210685946	0.268631035515329	0.24501546512079805	1.0	-3942.686847658464	51.13068019224187
70000	-4130.272638536978	-183.36996679141845	-3946.9026717455595	0.5335328077206348	0.5276730298238632	7.978795990768918	3.9647543705850605	0.28017895124775954	0.3113691921683169	0.1398208210685946	0.268631035515329	0.24812140739861863	1.0	-3946.9026717455595	49.2567525786537
71000	-4122.17849528356	-177.0738640499507	-3945.1046312336093	0.4251115731469809	0.421123007194397	10.16064427378083	4.274523081183704	0.28124766119291733	0.3088721042276087	0.1398208210685946	0.2700594135108794	0.24812140739861863	1.0	-3945.1046312336093	55.64806748043044
72000	-4112.667955362382	-181.316444059714	-3931.351511302668	0.502560963777411	0.4825578452538767	11.128120050010152	4.274523081183704	0.28939140084105985	0.3088721042276087	0.1316770814204521	0.2700594135108794	0.24812140739861863	1.0	-3931.351511302668	51.40548747066714
73000	-4128.780030577594	-182.23105417428025	-3946.548976403313	0.49117171531942844	0.4405709549262834	10.978171133819224	4.311263092119505	0.2936957672337659	0.29521436066652285	0.1316770814204521	0.27941279067925917	0.24812140739861863	1.0	-3946.548976403313	50.50193863416918
74000	-4124.330691481021	-182.71192207615286	-3941.618769404868	0.4691937599362117	0.45897483162845965	12.108394880244198	4.311263092119505	0.2853651148162081	0.29521436066652285	0.1316770814204521	0.287743443096817	0.2806627316299185	1.0	-3941.618769404868	50.0861533807592
75000	-4117.483253100513	-180.70357110539922	-3936.7796819951136	0.4664222227290868	0.4490534038537004	10.03252353103885	4.311263092119505	0.2855734842871936	0.29521436066652285	0.1314687119494666	0.287743443096817	0.2806627316299185	1.0	-3936.7796819951136	52.09450435151283
76000	-4121.304876106284	-182.15190430143235	-3939.152971804851	0.4847976329618473	0.4511571926441349	9.362437677381067	4.311263092119505	0.2870596313853055	0.29372821356841095	0.1314687119494666	0.287743443096817	0.29278449432015147	1.0	-3939.152971804851	50.67041468086015
77000	-4115.1565105559075	-179.5629226632565	-3935.5935878926507	0.439814191700802	0.43697929816905834	12.183050839264341	3.9900851709374416	0.2870596313853055	0.29372821356841095	0.1314687119494666	0.287743443096817	0.28054035938571426	1.0	-3935.5935878926507	53.13655470576065
78000	-4112.20632164931	-178.7462622596377	-3933.4600593896716	0.45101144799529347	0.43392720846726346	9.781285627310709	3.9900851709374416	0.2870596313853055	0.29372821356841095	0.1302705380493857	0.2889416169968979	0.28054035938571426	1.0	-3933.4600593896716	53.95321510937947
79000	-4112.9855741472875	-185.49321326858745	-3927.4923608787	0.5260302790784044	0.4964420368638158	10.44501765361469	3.9900851709374416	0.28717738618047767	0.29361045877323877	0.1302705380493857	0.2889416169968979	0.28054035938571426	1.0	-3927.4923608787	47.20626410042971
80000	-4122.7482057947	-183.9738009654116	-3938.7744048292884	0.470056658898869	0.45846124223814855	7.299521969964345	4.666560845833037	0.28717738618047767	0.29361045877323877	0.1302705380493857	0.2889416169968979	0.28054035938571426	1.0	-3938.7744048292884	48.92860434787979
81000	-4126.272050769737	-181.56860646953533	-3944.703444300201	0.48629790544073015	0.42924294830251564	9.566312965399247	4.528364145081568	0.28717738618047767	0.29361045877323877	0.1302705380493857	0.2889416169968979	0.28054035938571426	1.0	-3944.703444300201	51.29362900418946
82000	-4117.6302064747	-179.81040849063487	-3937.8197979840647	0.49118975143450194	0.435934444681677	12.33358844666322	4.528364145081568	0.2965929614210337	0.28630687062924715	0.12438596901128497	0.29271419893843426	0.25800274579061544	1.0	-3937.8197979840647	53.0067517558997
83000	-4116.434348678857	-180.95822980088494	-3935.4761188779717	0.48081969717239986	0.4545506858377017	10.022811042563147	4.528364145081568	0.2965929614210337	0.28630687062924715	0.12438596901128497	0.29271419893843426	0.25800274579061544	1.0	-3935.4761188779717	51.85893044564963
84000	-4120.343254289569	-184.7097080160005	-3935.6335462735683	0.5340433492394722	0.5149901037232627	8.380956727678464	4.528364145081568	0.30379747830783077	0.28630687062924715	0.11718145212448788	0.29271419893843426	0.25800274579061544	1.0	-3935.6335462735683	48.10745223053409
85000	-4115.847213985993	-177.86951713639473	-3937.977696849598	0.42117610608066774	0.41663487670776694	12.433342637541717	4.528364145081568	0.2957306601158709	0.28630687062924715	0.11718145212448788	0.3007810171303941	0.25800274579061544	1.0	-3937.977696849598	54.947643110139836
86000	-4117.726396408716	-183.56057197232275	-3934.1658244363935	0.5370436835611689	0.4560193883018359	10.661826465891174	4.528364145081568	0.2957306601158709	0.2897208372545039	0.11718145212448788	0.29736705050513734	0.25343572433856026	1.0	-3934.1658244363935	49.24745423130773
87000	-4117.053768040573	-178.51247103107835	-3938.541297009495	0.4353814760800271	0.41689375460432593	10.954086180287122	4.528364145081568	0.2951589248921706	0.2897208372545039	0.11775318734818818	0.29736705050513734	0.25343572433856026	1.0	-3938.541297009495	54.295555172552135
88000	-4110.433415900329	-180.41603210882167	-3930.0173837915077	0.5063581189477832	0.4369375556443037	9.665937264520265	4.762531477300234	0.2951589248921706	0.2897208372545039	0.11775318734818818	0.29736705050513734	0.25343572433856026	1.0	-3930.0173837915077	52.4596944064023
89000	-4110.616250030754	-180.2636797461116	-3930.3525702846423	0.4917846597396249	0.44151729779789817	11.168235321947911	4.006791306296435	0.2883287213371123	0.28394037565630303	0.11775318734818818	0.30997771565839655	0.24377047789508977	1.0	-3930.3525702846423	52.36746794363256
90000	-4114.2828618745925	-178.0639802689003	-3936.2188816056923	0.4405226393167549	0.4260220008776905	11.433081605983043	4.006791306296435	0.2883287213371123	0.28394037565630303	0.11775318734818818	0.30997771565839655	0.33529116422482963	1.0	-3936.2188816056923	54.75020879350332
91000	-4119.847959972685	-177.1885270154575	-3942.659432957228	0.43611546808698787	0.3965768931930036	9.41709930195433	3.660435584518515	0.28932383376677157	0.28294526322664376	0.11775318734818818	0.30997771565839655	0.33529116422482963	1.0	-3942.659432957228	55.51541931284588
92000	-4127.487168863442	-182.33528618051125	-3945.151882682931	0.45468072055321557	0.42175367109483153	13.635363512351777	3.9507949288737305	0.28932383376677157	0.28294526322664376	0.11775318734818818	0.30997771565839655	0.33529116422482963	1.0	-3945.151882682931	50.46139756679768
93000	-4139.1501063365	-181.26846815854518	-3957.8816381779548	0.5187484079608632	0.42101600479252765	9.521919322465495	4.332287181600982	0.28932383376677157	0.28294526322664376	0.11775318734818818	0.30997771565839655	0.3170529869800882	1.0	-3957.8816381779548	51.60869607943453
94000	-4112.645233224878	-181.77490529114536	-3930.8703279337333	0.485693820850185	0.48096508196258597	9.854021550088241	4.332287181600982	0.28932383376677157	0.2881818809560609	0.11251656961877103	0.30997771565839655	0.29177495135160514	1.0	-3930.8703279337333	51.05170287557738
95000	-4114.574714199529	-178.82179594173502	-3935.7529182577937	0.44984357386972373	0.43686300165058256	9.09817348821355	4.332287181600982	0.2852763107308834	0.2922294039919491	0.11251656961877103	0.30997771565839655	0.24846968401710973	1.0	-3935.7529182577937	53.918201690318746
96000	-4120.40289355399	-182.1282106188402	-3938.27468293515	0.4541668517115263	0.4369874081635906	9.631225265767535	4.332287181600982	0.2907587313948398	0.2922294039919491	0.11187937960994677	0.3051324850032644	0.24846968401710973	1.0	-3938.27468293515	50.61178701321356
97000	-4112.864219790465	-184.2674042913266	-3928.596815499138	0.49008268637454505	0.47218501967205995	15.283762591602075	4.219217769401252	0.2907587313948398	0.2922294039919491	0.11187937960994677	0.3051324850032644	0.2720111701170852	1.0	-3928.596815499138	48.48556540877577
98000	-4115.876784616714	-179.82757766607068	-3936.0492069506436	0.4977054583327539	0.45864998938714463	11.18176908210054	4.219217769401252	0.283827091775511	0.2991610436112779	0.11187937960994677	0.3051324850032644	0.2720111701170852	1.0	-3936.0492069506436	52.92539203403173
99000	-4123.323947453822	-186.05286200643897	-3937.271085447383	0.6304029807725245	0.5916143441580424	7.630762870385232	4.219217769401252	0.2931188071427494	0.2914720146208804	0.11432427771607881	0.30108490052029147	0.2720111701170852	1.0	-3937.271085447383	46.700107693663426
100000	-4132.082785191532	-186.1658629526802	-3945.916922238852	0.6376995572239452	0.6123921521371436	9.995139748727977	4.331701740228716	0.29868413022312973	0.2859066915405001	0.11432427771607881	0.30108490052029147	0.2720111701170852	1.0	-3945.916922238852	46.62104220030635
101000	-4125.4063256353265	-180.3606579645467	-3945.0456676707795	0.4463875171770352	0.42486169797283063	10.549879753359992	4.331701740228716	0.29868413022312973	0.2859066915405001	0.11432427771607881	0.30108490052029147	0.2720111701170852	1.0	-3945.0456676707795	52.426247188439845
102000	-4123.8263376521745	-181.48426149180574	-3942.3420761603684	0.43046188080976494	0.42624930611376716	7.702452795836179	4.331701740228716	0.29868413022312973	0.2859066915405001	0.11432427771607881	0.30108490052029147	0.2720111701170852	1.0	-3942.3420761603684	51.3026436611808
103000	-4119.5591358758065	-186.9903279122812	-3932.568807963525	0.5527910684947257	0.5191629987362993	6.996405282090841	5.173441342512281	0.3070276982193556	0.2859066915405001	0.11432427771607881	0.2927413325240656	0.27031102292835457	1.0	-3932.568807963525	46.033801654058934
